x	singVal	singValLomSumasingVal	singValsqLomSumasingValsq
4917	4.07038	9.96701e-06	3.31195e-08
4918	4.06793	9.96101e-06	3.30797e-08
4919	4.06461	9.95287e-06	3.30257e-08
4920	4.06253	9.94779e-06	3.29919e-08
4921	4.05774	9.93607e-06	3.29142e-08
4922	4.05445	9.92801e-06	3.28608e-08
4923	4.05352	9.92572e-06	3.28457e-08
4924	4.04981	9.91665e-06	3.27857e-08
4925	4.04862	9.91374e-06	3.27664e-08
4926	4.04522	9.90541e-06	3.27114e-08
4927	4.04226	9.89817e-06	3.26636e-08
4928	4.04195	9.8974e-06	3.26585e-08
4929	4.04077	9.89451e-06	3.26395e-08
4930	4.03832	9.8885e-06	3.25998e-08
4931	4.03732	9.88606e-06	3.25837e-08
4932	4.03507	9.88054e-06	3.25474e-08
4933	4.03105	9.87071e-06	3.24826e-08
4934	4.02845	9.86433e-06	3.24407e-08
4935	4.02394	9.8533e-06	3.23681e-08
4936	4.02327	9.85165e-06	3.23573e-08
4937	4.01926	9.84185e-06	3.22929e-08
4938	4.01587	9.83353e-06	3.22384e-08
4939	4.01499	9.83139e-06	3.22243e-08
4940	4.01317	9.82693e-06	3.21952e-08
4941	4.01271	9.82579e-06	3.21877e-08
4942	4.00854	9.81558e-06	3.21208e-08
4943	4.00746	9.81294e-06	3.21035e-08
4944	4.00515	9.80728e-06	3.20665e-08
4945	4.00286	9.80168e-06	3.20299e-08
4946	3.99826	9.79041e-06	3.19563e-08
4947	3.99718	9.78777e-06	3.1939e-08
4948	3.99486	9.78208e-06	3.19019e-08
4949	3.99362	9.77906e-06	3.18822e-08
4950	3.99166	9.77424e-06	3.18508e-08
4951	3.98664	9.76196e-06	3.17708e-08
4952	3.98303	9.75313e-06	3.17134e-08
4953	3.98007	9.74588e-06	3.16662e-08
4954	3.97845	9.7419e-06	3.16404e-08
4955	3.97709	9.73858e-06	3.16188e-08
4956	3.97664	9.73746e-06	3.16116e-08
4957	3.9708	9.72318e-06	3.15189e-08
4958	3.96992	9.72102e-06	3.15049e-08
4959	3.96856	9.71769e-06	3.14833e-08
4960	3.96685	9.7135e-06	3.14562e-08
4961	3.96278	9.70355e-06	3.13917e-08
4962	3.96059	9.69816e-06	3.13569e-08
