t	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7
44.325	0.584978	-2.03994	0.236252	-0.276665	0.196646	-0.0742627	-0.0212247	0.0572824
44.34	0.855584	-1.9432	0.301559	-0.204007	0.151641	-0.145518	-0.0476321	0.038337
44.355	1.11062	-1.81129	0.345072	-0.116634	0.0822119	-0.19339	-0.0606003	0.00850734
44.37	1.3455	-1.64661	0.36365	-0.0208749	-0.00047859	-0.210148	-0.0564374	-0.0237862
44.385	1.55601	-1.45214	0.355975	0.0763314	-0.0831315	-0.193089	-0.0362685	-0.0493941
44.4	1.73834	-1.23138	0.322635	0.16796	-0.152447	-0.144922	-0.00578522	-0.0610208
44.415	1.88924	-0.98831	0.266084	0.247403	-0.197244	-0.073414	0.0263573	-0.0553541
44.43	2.00603	-0.727323	0.190429	0.308971	-0.210314	0.00991145	0.0510299	-0.0340064
44.445	2.0866	-0.453114	0.101122	0.348255	-0.189545	0.0916367	0.0612505	-0.00301061
44.46	2.12949	-0.170636	0.00458637	0.362454	-0.138271	0.158595	0.0541126	0.0288009
44.475	2.13393	0.115036	-0.0922262	0.350568	-0.0647603	0.200015	0.031691	0.0524288
44.49	2.09982	0.398757	-0.182394	0.313464	0.0191491	0.209252	0.000340984	0.0611964
44.505	2.02775	0.675422	-0.259445	0.25381	0.0999823	0.184825	-0.0310481	0.0526407
44.52	1.91902	0.94005	-0.317876	0.175877	0.164753	0.130659	-0.0536102	0.0292303
44.535	1.77555	1.18786	-0.353508	0.0852305	0.203088	0.0554453	-0.0610097	-0.00242001
44.55	1.59989	1.41435	-0.363763	-0.0116266	0.208832	-0.0287707	-0.0511833	-0.0333645
44.565	1.39523	1.61542	-0.347903	-0.107748	0.181074	-0.108481	-0.0269363	-0.0549128
44.58	1.16525	1.78742	-0.307042	-0.196222	0.124249	-0.170919	0.00490803	-0.0610188
44.595	0.914115	1.92725	-0.244095	-0.270687	0.0474469	-0.206083	0.0354096	-0.0499717
44.61	0.646385	2.03239	-0.16358	-0.325769	-0.0370558	-0.20831	0.0559727	-0.0248814
44.625	0.366918	2.10094	-0.071267	-0.357496	-0.115739	-0.177212	0.0608164	0.00722105
44.64	0.0807827	2.13166	0.026198	-0.363578	-0.175986	-0.117727	0.048547	0.0372968
44.655	-0.206836	2.12401	0.121807	-0.34357	-0.208136	-0.0393489	0.0226001	0.0568933
44.67	-0.490714	2.07813	0.208694	-0.298929	-0.207006	0.0453876	-0.00974303	0.0604785
44.685	-0.76572	1.99486	0.280615	-0.23288	-0.172752	0.122908	-0.0393945	0.047029
44.7	-1.02691	1.87573	0.332434	-0.150169	-0.110809	0.180797	-0.0579858	0.020298
44.715	-1.26961	1.72289	0.36043	-0.0567382	-0.031087	0.209769	-0.0602645	-0.0122146
44.73	-1.48946	1.53912	0.362624	0.0407096	0.0536585	0.205158	-0.0455217	-0.0413305
44.745	-1.68251	1.32772	0.338886	0.135182	0.129829	0.167678	-0.0179051	-0.058818
44.76	-1.8453	1.09249	0.290949	0.219922	0.185227	0.10334	0.0148003	-0.0597052
44.775	-1.97492	0.837684	0.222272	0.2889	0.210971	0.0224689	0.0433559	-0.0437261
44.79	-2.06906	0.567879	0.137768	0.33721	0.202937	-0.0619457	0.059661	-0.0153943
44.805	-2.12603	0.287943	0.0434674	0.361416	0.162442	-0.136372	0.0591432	0.0172578
44.82	-2.14478	0.00290218	-0.0538932	0.359802	0.0960175	-0.188882	0.0419713	0.0450294
44.835	-2.12496	-0.282109	-0.147372	0.332489	0.0143625	-0.211109	0.0130219	0.0600697
44.85	-2.0669	-0.561969	-0.230279	0.281416	-0.0694131	-0.199519	-0.0195038	0.058172
44.865	-1.97164	-0.831638	-0.296695	0.210207	-0.141876	-0.15603	-0.046439	0.0399011
44.88	-1.84085	-1.08625	-0.34184	0.123923	-0.191444	-0.0876359	-0.0601917	0.0104471
44.895	-1.67685	-1.32118	-0.362453	0.0287221	-0.210198	-0.00532422	-0.0569479	-0.0218612
44.91	-1.48259	-1.53218	-0.357009	-0.0685737	-0.195178	0.0776999	-0.0376523	-0.0479431
44.925	-1.26156	-1.7154	-0.325835	-0.160978	-0.148825	0.148147	-0.00775914	-0.060468
44.94	-1.01776	-1.86752	-0.271136	-0.241811	-0.078587	0.194731	0.0243172	-0.0559235
44.955	-0.755613	-1.98581	-0.196817	-0.305235	0.00425907	0.210005	0.0495267	-0.0356024
44.97	-0.479864	-2.06812	-0.108222	-0.346636	0.086426	0.191526	0.0607757	-0.00521494
44.985	-0.195529	-2.11297	-0.0117508	-0.362995	0.154718	0.14226	0.054876	0.0266537
45	0.0922452	-2.11953	0.0856205	-0.353112	0.198176	0.0701096	0.0334602	0.0510248
45.015	0.378223	-2.0877	0.176829	-0.317706	0.209793	-0.0133243	0.00257213	0.0610017
45.03	0.657217	-2.01807	0.255256	-0.259345	0.187687	-0.0946311	-0.0290829	0.0537372
45.045	0.924196	-1.91191	0.315245	-0.182267	0.135388	-0.160731	-0.052563	0.0312615
45.06	1.17437	-1.77114	0.352446	-0.0920475	0.0612777	-0.201003	-0.0612092	-0.000109545
45.075	1.40325	-1.59834	0.364187	0.00477656	-0.0227321	-0.208927	-0.0525301	-0.0314982
45.09	1.60672	-1.39661	0.349646	0.10119	-0.103116	-0.183224	-0.0289531	-0.0540166
45.105	1.78109	-1.16959	0.309906	0.190232	-0.166949	-0.128003	0.00286801	-0.0612344
45.12	1.92328	-0.921381	0.247883	0.265492	-0.203929	-0.0521622	0.0339016	-0.0510917
45.135	2.03074	-0.65646	0.168073	0.321579	-0.208097	0.0320667	0.0553076	-0.0264785
45.15	2.10154	-0.379597	0.0762196	0.354482	-0.178785	0.111129	0.0610595	0.00563486
45.165	2.13439	-0.0957839	-0.0210719	0.361858	-0.120702	0.172287	0.0495144	0.0361268
45.18	2.1287	0.189873	-0.116803	0.343197	-0.0432121	0.205711	0.0239914	0.0563522
45.195	2.08454	0.472234	-0.204122	0.29985	0.0412105	0.206032	-0.00827119	0.0606178
45.21	2.00271	0.746215	-0.276775	0.234927	0.119011	0.173213	-0.0381439	0.0477295
45.225	1.88464	1.00688	-0.329564	0.153075	0.177703	0.112514	-0.057185	0.0213818
45.24	1.73246	1.24952	-0.358718	0.0601431	0.207879	0.0336782	-0.0600715	-0.0109813
45.255	1.54886	1.46972	-0.36212	-0.0372004	0.204702	-0.050669	-0.0460023	-0.0402359
45.27	1.33718	1.66349	-0.339514	-0.131974	0.168681	-0.127008	-0.0189722	-0.0581631
45.285	1.10123	1.82733	-0.292509	-0.217351	0.105572	-0.183101	0.0134168	-0.0597367
45.3	0.845285	1.95828	-0.224457	-0.287203	0.0254731	-0.209967	0.0420636	-0.0445214
45.315	0.573995	2.05397	-0.140246	-0.336479	-0.0588088	-0.203265	0.058905	-0.0167878
45.33	0.292282	2.1127	-0.0459163	-0.361625	-0.133789	-0.164036	0.0591973	0.0156772
45.345	0.00525146	2.13338	0.0517472	-0.360828	-0.187442	-0.0985175	0.0428201	0.0437437
45.36	-0.28189	2.11565	0.145716	-0.334143	-0.211153	-0.0171811	0.0143766	0.0595157
45.375	-0.56393	2.05985	0.229239	-0.283506	-0.201091	0.0669661	-0.0181525	0.0585283
45.39	-0.835779	1.967	0.296335	-0.212571	-0.158844	0.140442	-0.0456253	0.0410491
45.405	-1.09256	1.83879	0.342196	-0.126433	-0.0911278	0.19148	-0.0602762	0.0119649
45.42	-1.32967	1.67755	0.363544	-0.0312772	-0.0087821	0.211876	-0.0579562	-0.0205528
45.435	-1.54286	1.48618	0.35887	0.0660652	0.0750093	0.198352	-0.0392591	-0.0473228
45.45	-1.72828	1.26814	0.328542	0.158619	0.146814	0.153042	-0.00944246	-0.0607554
45.465	-1.88262	1.02735	0.274765	0.239767	0.195111	0.0832255	0.0230647	-0.0570369
45.48	-2.00313	0.768156	0.201409	0.303743	0.212174	0.000108542	0.0490748	-0.0372156
45.495	-2.08766	0.495212	0.113713	0.345996	0.195277	-0.0829721	0.0612399	-0.00686978
45.51	-2.13467	0.213445	0.0179352	0.363522	0.147151	-0.15269	0.0561263	0.0253822
45.525	-2.14331	-0.0720853	-0.0790725	0.35508	0.0755625	-0.197884	0.0352284	0.0504551
45.54	-2.1134	-0.35624	-0.170404	0.321271	-0.00796849	-0.211361	0.00445932	0.0612778
45.555	-2.04545	-0.633907	-0.249518	0.2645	-0.0900423	-0.190997	-0.0274687	0.0548232
45.57	-1.94068	-0.900088	-0.310759	0.188796	-0.157498	-0.140106	-0.0515552	0.0329599
45.585	-1.80093	-1.14997	-0.349722	0.0995402	-0.199565	-0.0668757	-0.0610395	0.00187056
45.6	-1.62868	-1.37902	-0.363568	0.00311368	-0.209524	0.0169479	-0.053287	-0.0296567
45.615	-1.42704	-1.58308	-0.351263	-0.0935714	-0.185828	0.0979127	-0.0305293	-0.0527644
45.63	-1.19963	-1.75844	-0.313634	-0.183558	-0.132304	0.16306	0.000817839	-0.0609627
45.645	-0.950575	-1.90193	-0.253344	-0.260349	-0.0575523	0.201966	0.0319359	-0.0519555
45.66	-0.684384	-2.01096	-0.174714	-0.318381	0.0264378	0.2084	0.0540404	-0.0282906
45.675	-0.405889	-2.08356	-0.0833973	-0.353432	0.106192	0.18134	0.0609083	0.00338358
45.69	-0.120149	-2.11841	0.0139984	-0.362948	0.168893	0.125128	0.0505805	0.0341124
45.705	0.16766	-2.11489	0.110423	-0.346221	0.204478	0.0487853	0.0259529	0.0552345
45.72	0.452303	-2.07305	0.198891	-0.304471	0.207207	-0.0354174	-0.00603578	0.0607649
45.735	0.728623	-1.99368	0.272981	-0.24073	0.176628	-0.113938	-0.0363666	0.0491215
45.75	0.991647	-1.87823	0.327352	-0.159617	0.117621	-0.174148	-0.0564536	0.0235601
45.765	1.23666	-1.72879	0.358058	-0.0670053	0.0396591	-0.206363	-0.0606029	-0.00872597
45.78	1.45925	-1.54807	0.362905	0.0303973	-0.0447281	-0.205368	-0.0475782	-0.0385869
45.795	1.65542	-1.33934	0.341572	0.125538	-0.121946	-0.171307	-0.0210562	-0.057558
45.81	1.82163	-1.10635	0.295636	0.211549	-0.179577	-0.109651	0.0114649	-0.0602234
45.825	1.95493	-0.853306	0.228453	0.282254	-0.208326	-0.0303294	0.0407638	-0.0458113
45.84	2.05293	-0.584777	0.144882	0.332584	-0.203552	0.053862	0.058487	-0.0184192
45.855	2.11387	-0.305604	0.0509401	0.358942	-0.166024	0.129375	0.0596521	0.0141684
45.87	2.13664	-0.0208079	-0.0466195	0.359458	-0.101783	0.184047	0.0439359	0.0427258
45.885	2.12082	0.264479	-0.140796	0.334116	-0.0211851	0.209102	0.0158191	0.0591501
45.9	2.06667	0.54513	-0.224834	0.284742	0.0628107	0.200508	-0.0167154	0.058829
45.915	1.97516	0.816089	-0.292731	0.214872	0.136712	0.159664	-0.0444791	0.0418708
45.93	1.84792	1.07247	-0.339618	0.129505	0.188671	0.0931114	-0.0596241	0.0131066
45.945	1.6872	1.30963	-0.362144	0.0347491	0.210352	0.0115292	-0.0579369	-0.0193278
45.96	1.4959	1.52327	-0.358675	-0.0625965	0.198287	-0.0720087	-0.0399079	-0.0463125
45.975	1.27746	1.70951	-0.329437	-0.155549	0.154404	-0.144123	-0.0106313	-0.0602644
45.99	1.03583	1.86498	-0.276517	-0.237408	0.0857154	-0.19325	0.0216655	-0.0572739
46.005	0.7754	1.98688	-0.203699	-0.302294	0.00321076	-0.211515	0.0478906	-0.0381904
46.02	0.500888	2.07301	-0.116209	-0.345518	-0.0799158	-0.195958	0.0606757	-0.00835805
46.035	0.217283	2.12183	-0.0203323	-0.363957	-0.150353	-0.149033	0.056407	0.0238259
46.05	-0.0702841	2.13244	0.0770412	-0.356282	-0.196813	-0.0782097	0.036245	0.0493255
46.065	-0.356589	2.10467	0.168904	-0.323054	-0.21182	0.00518275	0.00586242	0.0609562
46.08	-0.636441	2.03902	0.248651	-0.266673	-0.19294	0.0878027	-0.0262119	0.0554182
46.095	-0.904798	1.93671	0.310585	-0.191206	-0.143167	0.156413	-0.0509552	0.0342539
46.11	-1.15685	1.79958	0.35026	-0.10207	-0.0704314	0.200028	-0.0613727	0.0033891
46.125	-1.38808	1.63012	0.364852	-0.00566255	0.0136223	0.211622	-0.0544922	-0.0284856
46.14	-1.59434	1.43141	0.353337	0.0910908	0.0955235	0.189332	-0.0322118	-0.0523736
46.155	-1.7719	1.207	0.31657	0.181267	0.162157	0.136701	-0.00079444	-0.0614876
46.17	-1.91761	0.960947	0.257219	0.258425	0.202821	0.0621841	0.0308756	-0.0532365
46.185	-2.02886	0.697681	0.179547	0.317082	0.211012	-0.0222497	0.0538227	-0.0299594
46.2	-2.10367	0.421939	0.0890954	0.353067	0.18544	-0.103063	0.061599	0.00178435
46.215	-2.14067	0.138689	-0.00768195	0.363826	0.130226	-0.167295	0.0519973	0.0330011
46.23	-2.13919	-0.146978	-0.103862	0.348596	0.0542743	-0.204675	0.0277862	0.0548782
46.245	-2.09922	-0.429923	-0.192591	0.30846	-0.0301984	-0.209254	-0.00418593	0.0612696
46.26	-2.02147	-0.705053	-0.267518	0.24627	-0.10965	-0.180348	-0.0348804	0.0503886
46.275	-1.90731	-0.967414	-0.323277	0.166443	-0.17135	-0.122626	-0.0556418	0.0253642
46.29	-1.75877	-1.21226	-0.35586	0.0746582	-0.205446	-0.0453764	-0.0606687	-0.00673883
46.305	-1.57849	-1.43513	-0.36287	-0.0225156	-0.206506	0.0390189	-0.0485681	-0.0368609
46.32	-1.36971	-1.632	-0.343761	-0.118109	-0.174403	0.117024	-0.0227952	-0.0565374
46.335	-1.13621	-1.79929	-0.299858	-0.205228	-0.114305	0.176146	0.00938721	-0.0602464
46.35	-0.882203	-1.93396	-0.234275	-0.27759	-0.0358721	0.206938	0.038924	-0.0469551
46.365	-0.612306	-2.0336	-0.151726	-0.329936	0.0483197	0.20446	0.0574823	-0.0204111
46.38	-0.331415	-2.0964	-0.0581475	-0.35846	0.124766	0.169122	0.0598304	0.0119167
46.395	-0.044625	-2.12121	0.0396854	-0.361081	0.18118	0.10659	0.0452759	0.0408973
46.41	0.242858	-2.1076	0.134681	-0.337595	0.208493	0.026911	0.0179214	0.0583513
46.425	0.52581	-2.05581	0.219959	-0.289709	0.2023	-0.057114	-0.0145315	0.0593228
46.44	0.799114	-1.96681	0.289342	-0.220906	0.163586	-0.131967	-0.042929	0.0435234
46.455	1.05786	-1.84221	0.337818	-0.136165	0.09853	-0.185613	-0.0592205	0.015381
46.47	1.29739	-1.68428	0.361879	-0.0416256	0.0175916	-0.209406	-0.0587828	-0.0171729
46.485	1.51343	-1.49587	0.359808	0.0558672	-0.0662219	-0.199503	-0.0416772	-0.0449128
46.5	1.70205	-1.28039	0.331789	0.149258	-0.139412	-0.157464	-0.0127335	-0.0599527
46.515	1.85989	-1.04172	0.279888	0.23181	-0.19019	-0.0900642	0.0198413	-0.0580069
46.53	1.98413	-0.784161	0.207883	0.297604	-0.210381	-0.00815969	0.0468076	-0.0396196
46.545	2.07256	-0.512359	0.12097	0.341926	-0.196718	0.0750511	0.0605032	-0.00999498
46.56	2.12357	-0.23122	0.0254028	0.361612	-0.151397	0.146166	0.0570576	0.0224239
46.575	2.13623	0.0542027	-0.0719387	0.355268	-0.0817238	0.193739	0.0374828	0.0484724
46.59	2.11029	0.338769	-0.164089	0.323369	0.00107867	0.21014	0.00733687	0.0607705
46.605	2.04622	0.61736	-0.244431	0.26821	0.0837057	0.19273	-0.0248262	0.055865
46.62	1.94516	0.88496	-0.30723	0.19374	0.152882	0.144315	-0.0499222	0.0351796
46.635	1.80889	1.13673	-0.347986	0.105281	0.197524	0.0726582	-0.0608795	0.00457451
46.65	1.63984	1.36812	-0.363769	0.0091716	0.210468	-0.0107576	-0.0546491	-0.0272927
46.665	1.44106	1.57493	-0.353442	-0.0876928	0.189648	-0.0925518	-0.0330164	-0.0514715
46.68	1.21613	1.7534	-0.317716	-0.178357	0.138392	-0.159631	-0.00207418	-0.0611716
46.695	0.969134	1.90031	-0.259144	-0.256292	0.0648939	-0.201241	0.0294874	-0.053675
46.71	0.70454	2.01301	-0.181921	-0.315888	-0.0190947	-0.210699	0.0527748	-0.031096
46.725	0.427152	2.08948	-0.0915859	-0.352841	-0.100137	-0.186457	0.0612459	0.00024177
46.74	0.142006	2.12833	0.00536108	-0.364483	-0.165242	-0.132357	0.0524929	0.0315113
46.755	-0.145736	2.12886	0.101956	-0.349969	-0.203983	-0.0570225	0.0289486	0.0539337
46.77	-0.430846	2.09107	0.191254	-0.310362	-0.210114	0.0274947	-0.00277171	0.0611836
46.785	-0.708163	2.01566	0.266832	-0.248519	-0.182626	0.107663	-0.0337578	0.0512018
46.8	-0.972696	1.90401	0.323296	-0.168894	-0.12588	0.17064	-0.0552787	0.0267702
46.815	-1.21971	1.75813	0.35659	-0.0772017	-0.0489405	0.206338	-0.0612549	-0.00526338
46.83	-1.44477	1.58068	0.364353	0.0199762	0.0358803	0.209	-0.0499439	-0.0358602
46.845	-1.64384	1.37486	0.346054	0.115662	0.114975	0.178188	-0.0245176	-0.0563858
46.86	-1.81333	1.14436	0.303034	0.203012	0.175684	0.118827	0.00787265	-0.0609982
46.875	-1.95022	0.893351	0.238405	0.275801	0.208262	0.0404461	0.0380729	-0.048378
46.89	-2.05208	0.626342	0.156798	0.328852	0.207493	-0.0443592	0.0575065	-0.0221008
46.905	-2.11708	0.348144	0.0640378	0.358394	0.173531	-0.121998	0.0607325	0.0104053
46.92	-2.14402	0.063762	-0.0332571	0.362331	0.111848	-0.180025	0.0468397	0.039962
46.935	-2.1324	-0.221686	-0.128137	0.340388	0.0323879	-0.209173	0.0197953	0.058212
46.95	-2.08243	-0.50307	-0.213823	0.294123	-0.0520816	-0.204807	-0.0127426	0.0600444
46.965	-1.99497	-0.775322	-0.284194	0.226821	-0.128019	-0.167683	-0.0415961	0.0449617
46.98	-1.87157	-1.03353	-0.334195	0.143263	-0.183273	-0.103781	-0.0586244	0.017269
46.995	-1.71441	-1.27303	-0.360226	0.0494039	-0.209017	-0.0233744	-0.0590921	-0.0152068
47.01	-1.52632	-1.48946	-0.360364	-0.0480343	-0.201166	0.0606443	-0.0428898	-0.0433257
47.025	-1.31067	-1.67889	-0.334544	-0.142059	-0.161017	0.134814	-0.0146152	-0.0591832
47.04	-1.07137	-1.83789	-0.284582	-0.225877	-0.0950229	0.187253	0.0177695	-0.0583313
47.055	-0.812733	-1.96358	-0.214034	-0.293444	-0.0137866	0.209581	0.0451371	-0.041022
47.07	-0.539466	-2.0537	-0.127974	-0.339843	0.0696644	0.198221	0.0597806	-0.0121245
47.085	-0.256531	-2.10661	-0.032606	-0.361697	0.14194	0.155001	0.0575617	0.0202093
47.1	0.0309489	-2.12136	0.0651723	-0.357408	0.191429	0.0868504	0.039071	0.0468634
47.115	0.317747	-2.09768	0.158267	-0.327282	0.210165	0.0047271	0.0095289	0.0603025
47.13	0.598656	-2.03601	0.239928	-0.273504	0.19512	-0.0781735	-0.0227419	0.0566993
47.145	0.868604	-1.93748	0.304257	-0.199984	0.148699	-0.148515	-0.0486363	0.0370576
47.16	1.12275	-1.80389	0.346595	-0.11204	0.078327	-0.194993	-0.0608076	0.00689081
47.175	1.35651	-1.63766	0.363891	-0.0160439	-0.00468316	-0.210096	-0.0557848	-0.0252807
47.19	1.56572	-1.44181	0.354918	0.0810505	-0.0869778	-0.19139	-0.0349409	-0.0503445
47.205	1.74657	-1.21985	0.320358	0.172226	-0.155317	-0.14185	-0.00415747	-0.0611549
47.22	1.89584	-0.975784	0.262752	0.25091	-0.198675	-0.0694623	0.0278241	-0.0546327
47.235	2.01088	-0.714031	0.186285	0.311467	-0.210075	0.0141053	0.0519156	-0.032636
47.25	2.08961	-0.439296	0.0964629	0.349563	-0.187675	0.0953979	0.061308	-0.00138033
47.265	2.13062	-0.156539	-0.000252467	0.36248	-0.13507	0.161317	0.0533249	0.0302309
47.28	2.13315	0.129157	-0.0968981	0.349312	-0.0607452	0.201262	0.0302832	0.0532516
47.295	2.09714	0.412648	-0.186562	0.311015	0.0233322	0.208822	-0.00128793	0.0611811
47.31	2.02322	0.688833	-0.262813	0.250346	0.103662	0.182789	-0.0324378	0.0517928
47.325	1.91272	0.952739	-0.320202	0.171644	0.167339	0.127343	-0.0543682	0.027792
47.34	1.76759	1.19959	-0.354626	0.0805315	0.204165	0.0513814	-0.0609266	-0.00404097
47.355	1.59043	1.42492	-0.363593	-0.016454	0.20823	-0.0329308	-0.0502824	-0.0347131
47.37	1.38442	1.62463	-0.346453	-0.112358	0.178887	-0.112072	-0.025473	-0.0556096
47.385	1.15329	1.79511	-0.304419	-0.200281	0.120827	-0.173364	0.00652198	-0.0608684
47.4	0.901225	1.93328	-0.240485	-0.273905	0.0433371	-0.206992	0.0367197	-0.0490173
47.415	0.632798	2.03665	-0.159242	-0.327913	-0.0411958	-0.207534	0.056611	-0.0233904
47.43	0.352881	2.10335	-0.0665136	-0.358411	-0.119247	-0.174874	0.060602	0.00882954
47.445	0.0665494	2.13219	0.0310261	-0.363198	-0.178299	-0.114199	0.0475387	0.0385704
47.46	-0.221007	2.12264	0.126362	-0.341923	-0.208882	-0.0351966	0.0210819	0.0574744
47.475	-0.504565	2.07488	0.212647	-0.296134	-0.206066	0.0495012	-0.0113455	0.0602016
47.49	-0.779002	1.9898	0.283686	-0.229138	-0.170273	0.126325	-0.0406311	0.0459707
47.505	-1.03939	1.86895	0.334402	-0.14575	-0.107187	0.182969	-0.058507	0.0187548
47.52	-1.28106	1.71451	0.361155	-0.051958	-0.0269013	0.210346	-0.0599208	-0.013809
47.535	-1.49967	1.52928	0.362054	0.0455073	0.0577366	0.204049	-0.0444077	-0.042526
47.55	-1.6913	1.31661	0.337065	0.139654	0.133148	0.165058	-0.0163326	-0.0592735
47.565	-1.85251	1.08031	0.288009	0.223749	0.187252	0.0996303	0.0163841	-0.0592917
47.58	-1.98042	0.824654	0.218422	0.291811	0.211379	0.0182655	0.044503	-0.0425622
47.595	-2.07276	0.554232	0.133284	0.338996	0.201665	-0.0659701	0.0600506	-0.013806
47.61	-2.12786	0.273924	0.0386682	0.361952	0.159693	-0.139571	0.0586633	0.0188199
47.625	-2.14471	-0.0112357	-0.0586625	0.359049	0.0922366	-0.190744	0.0407614	0.046124
47.64	-2.12298	-0.296113	-0.151772	0.3305	0.0101568	-0.211338	0.0114231	0.06039
47.655	-2.06306	-0.575585	-0.233995	0.278333	-0.0733691	-0.198081	-0.0210393	0.0576287
47.67	-1.96599	-0.844622	-0.299461	0.206249	-0.14495	-0.153157	-0.047478	0.0386501
47.685	-1.8335	-1.09836	-0.343458	0.119372	-0.193143	-0.0837905	-0.0604444	0.00884195
47.7	-1.66793	-1.33221	-0.362802	0.0239036	-0.210251	-0.0011221	-0.0563437	-0.0233679
47.715	-1.47226	-1.54192	-0.356063	-0.0733142	-0.19358	0.0815844	-0.0363647	-0.0489277
47.73	-1.25001	-1.72368	-0.323659	-0.165298	-0.145833	0.151091	-0.006151	-0.0606534
47.745	-1.00519	-1.87419	-0.267885	-0.245399	-0.0746827	0.196265	0.025794	-0.0552589
47.76	-0.742257	-1.99074	-0.192725	-0.307831	0.008451	0.209884	0.0504551	-0.0342757
47.775	-0.465964	-2.07123	-0.103582	-0.348051	0.0902333	0.189768	0.0608936	-0.00359788
47.79	-0.181336	-2.1142	-0.00690019	-0.363126	0.157528	0.139148	0.0541483	0.0281035
47.805	0.106472	-2.11886	0.0903305	-0.351948	0.199537	0.0661439	0.0320925	0.0518977
47.82	0.392225	-2.08514	0.181057	-0.315332	0.209486	-0.0175069	0.000949137	0.0610499
47.835	0.670743	-2.01366	0.258697	-0.255934	0.185761	-0.098358	-0.0305038	0.0529473
47.85	0.937	-1.90574	0.31765	-0.178065	0.132151	-0.163403	-0.0533788	0.0298545
47.865	1.18623	-1.76333	0.35364	-0.0873602	0.0572493	-0.202188	-0.0611884	-0.00173777
47.88	1.41394	-1.58901	0.364086	0.00961092	-0.0269048	-0.208436	-0.0516739	-0.0328861
47.895	1.61605	-1.38594	0.348258	0.105822	-0.10676	-0.181133	-0.0275048	-0.054769
47.91	1.78891	-1.15778	0.307334	0.194326	-0.169477	-0.124649	0.00449726	-0.0611369
47.925	1.92943	-0.908636	0.244314	0.268757	-0.204936	-0.0480849	0.0352513	-0.0501713
47.94	2.03512	-0.643009	0.163763	0.323779	-0.207419	0.03621	0.055993	-0.0249953
47.955	2.10406	-0.365684	0.0714812	0.355459	-0.17653	0.11467	0.0608865	0.00725622
47.97	2.13502	-0.0816587	-0.0258979	0.361544	-0.117234	0.174658	0.0485349	0.03743
47.985	2.12742	0.203955	-0.121373	0.341616	-0.03909	0.206531	0.0224828	0.0569671
48	2.08137	0.486021	-0.208106	0.297116	0.0453249	0.205169	-0.00988087	0.0603726
48.015	1.99771	0.759458	-0.279891	0.231235	0.122457	0.170806	-0.0394004	0.0466943
48.03	1.8779	1.01934	-0.331587	0.148688	0.179929	0.108948	-0.0577338	0.0198488
48.045	1.72409	1.26097	-0.359502	0.0553769	0.208527	0.029526	-0.0597599	-0.0125768
48.06	1.53903	1.47995	-0.36161	-0.0420043	0.203669	-0.0547418	-0.0449202	-0.0414472
48.075	1.32605	1.67233	-0.337744	-0.136471	0.166132	-0.130349	-0.0174241	-0.0586498
48.09	1.089	1.8346	-0.289605	-0.221217	0.101914	-0.185176	0.0149966	-0.0593622
48.105	0.832191	1.96385	-0.220627	-0.290158	0.0212923	-0.210441	0.0432284	-0.0433927
48.12	0.560268	2.05776	-0.135767	-0.338312	-0.0628443	-0.202062	0.0593293	-0.0152202
48.135	0.278172	2.11462	-0.0411089	-0.362202	-0.137033	-0.161346	0.0587604	0.0172418
48.15	-0.00898766	2.1334	0.0565379	-0.360106	-0.189374	-0.0947692	0.0416422	0.0448663
48.165	-0.295999	2.11378	0.150145	-0.332178	-0.211462	-0.012974	0.0127891	0.0598795
48.18	-0.577654	2.05612	0.232988	-0.280437	-0.199727	0.0709573	-0.0197034	0.0580302
48.195	-0.84887	1.96148	0.299135	-0.208621	-0.156023	0.143579	-0.0467021	0.0398282
48.21	-1.10478	1.83157	0.343846	-0.121885	-0.0873001	0.193259	-0.0605752	0.0103629
48.225	-1.34081	1.66876	0.363928	-0.0264568	-0.00456049	0.212012	-0.05739	-0.0220832
48.24	-1.55271	1.476	0.357962	0.0708113	0.0789463	0.196821	-0.0379874	-0.0483492
48.255	-1.73667	1.25674	0.326407	0.162952	0.149837	0.150089	-0.00782249	-0.0609859
48.27	-1.88939	1.01493	0.271558	0.243377	0.196734	0.0793246	0.024576	-0.0564052
48.285	-2.00817	0.754943	0.19736	0.306374	0.212138	-0.00411282	0.0500466	-0.0359009
48.3	-2.09088	0.481445	0.109111	0.347459	0.193588	-0.0868373	0.0614012	-0.0052442
48.315	-2.13601	0.199372	0.0131092	0.363716	0.144082	-0.15558	0.055431	0.0268612
48.33	-2.14274	-0.0862115	-0.0837786	0.35399	0.0716078	-0.199338	0.0338747	0.0513678
48.345	-2.11092	-0.370164	-0.174654	0.318976	-0.0121735	-0.211146	0.00283109	0.0613692
48.36	-2.04113	-0.64738	-0.253008	0.26116	-0.0938237	-0.189151	-0.0289124	0.0540668
48.375	-1.93457	-0.912866	-0.313237	0.18465	-0.160251	-0.136926	-0.0524065	0.031573
48.39	-1.79315	-1.16182	-0.351013	0.0948834	-0.200849	-0.062874	-0.0610618	0.000244136
48.405	-1.61938	-1.38973	-0.363574	-0.00172065	-0.209137	0.0211309	-0.0524748	-0.0310652
48.42	-1.41637	-1.59245	-0.349981	-0.0982366	-0.183833	0.101607	-0.0291119	-0.0535594
48.435	-1.18779	-1.76631	-0.311154	-0.187717	-0.129021	0.165673	0.00244055	-0.0609211
