f	eta0	eta1	eta2	eta3	eta4	eta5	eta6	eta7
1030.47	932.083	712.532	424.909	792.268	31.9562	147.542	176.267	47.2938
1030.81	931.589	711.383	424.959	792.141	31.7884	148.653	176.096	47.7017
1031.14	930.622	709.772	425.334	791.221	31.9924	150.741	175.776	48.6276
1031.47	930.601	709.659	425.685	790.329	32.8016	152.423	175.389	49.4793
1031.81	931.13	711.422	425.671	790.673	33.6622	152.802	175.056	49.395
1032.14	931.689	712.888	425.038	792.516	33.8142	151.968	174.832	48.9379
1032.47	931.596	712.832	424.075	794.876	33.3209	151.055	174.834	49.0717
1032.81	930.907	710.927	423.204	796.875	33.0113	151.179	174.959	49.8409
1033.14	930.364	709.76	422.617	798.661	33.5662	152.152	175.207	50.2216
1033.47	930.122	710.203	422.171	800.338	34.8078	153.343	175.64	49.704
1033.81	930.315	711.482	422.211	800.561	35.6901	154.06	176.088	48.4835
1034.14	930.845	712.668	423.114	798.272	35.4642	153.909	176.333	47.6196
1034.47	930.765	711.607	423.895	795.597	34.6651	153.758	176.172	48.2177
1034.8	930.044	710.214	423.832	795.122	34.2571	153.988	175.625	49.3754
1035.14	929.906	710.195	423.107	796.382	34.4198	153.596	175.019	50.0561
1035.47	930.798	712.575	422.607	797.28	34.347	151.848	174.743	50.2604
1035.8	932.574	715.341	423.006	796.291	33.683	149.215	174.818	50.2461
1036.14	933.437	716.708	423.958	794.685	32.6919	147.051	175.149	50.4355
1036.47	932.628	714.731	424.174	794.865	32.3791	147.059	175.303	50.7416
1036.8	930.735	711.959	423.633	796.705	32.9946	149.262	175.161	50.1336
1037.14	929.38	709.357	422.777	798.395	33.8924	152.22	175.056	48.5734
1037.47	929.281	709.416	422.28	799.053	34.1199	153.662	175.196	46.7106
1037.8	930.289	710.337	422.417	798.129	33.5578	152.755	175.281	45.9856
1038.13	930.987	710.667	423.048	795.975	32.4685	150.666	175.256	47.139
1038.47	930.905	709.1	423.512	793.664	31.9216	149.719	175.189	49.0463
1038.8	930.202	707.896	423.813	792.073	32.3077	150.856	175.332	49.3547
1039.13	929.786	707.813	423.845	792.133	32.9806	152.522	175.686	47.6986
1039.47	929.883	709.443	423.649	793.999	33.3541	152.969	175.857	45.8046
1039.8	930.423	711.12	423.529	795.923	33.642	152.616	175.58	45.5083
1040.13	930.915	711.838	423.741	796.381	34.0684	152.802	175.141	46.643
1040.47	931.482	711.848	424.169	795.623	34.5025	153.25	174.889	47.5992
1040.8	932.396	712.153	424.446	795.028	34.3717	152.329	175.006	47.8185
1041.13	932.968	712.341	424.101	795.737	33.7434	150.222	175.268	48.4987
1041.47	932.744	711.532	423.538	796.779	33.3461	148.767	175.306	49.7653
1041.8	931.935	710.402	423.434	796.962	33.1237	148.601	175.255	49.9582
1042.13	931.266	709.312	423.469	796.866	32.7274	149.055	175.344	48.3315
1042.46	931.561	710.808	423.123	797.683	31.9866	148.843	175.593	46.3942
1042.8	932.86	713.764	422.203	799.207	31.4002	148.095	175.871	46.3785
1043.13	933.703	715.851	421.632	799.818	31.1852	147.67	175.957	48.4089
1043.46	933.683	714.762	421.805	798.824	31.2119	147.808	175.867	50.8041
1043.8	932.732	712.521	422.316	797.72	31.2074	148.11	176.031	51.9773
1044.13	931.73	709.937	422.381	797.813	31.4465	148.342	176.307	52.0412
1044.46	931.21	709.45	422.349	798.485	32.0842	148.89	176.429	51.4795
1044.8	931.639	710.187	422.946	797.714	32.9398	149.84	176.391	50.6813
1045.13	932.313	711.834	424.18	795.268	33.3375	150.532	176.305	49.4023
1045.46	932.63	712.347	424.568	793.788	33.6142	151.404	176.21	48.1052
1045.8	932.171	712.222	423.671	795.173	34.0317	152.131	176.293	46.9306
1046.13	931.653	711.351	422.374	798.198	34.418	151.983	176.287	46.0234
1046.46	931.429	711.543	421.974	800.031	34.3943	151.313	176.052	45.9376
1046.79	931.725	712.548	422.651	799.021	33.8268	150.31	175.827	46.7388
1047.13	932.091	713.727	423.437	796.714	32.9788	149.181	175.695	47.2829
1047.46	932.064	713.554	423.302	795.661	32.3787	148.485	175.557	47.0742
1047.79	931.912	712.732	422.681	796.131	31.8698	147.629	175.422	46.4324
1048.13	932.142	712.464	422.438	796.906	31.3749	146.769	175.099	46.4972
1048.46	932.353	712.498	422.564	797.459	31.3362	146.861	174.475	48.0119
1048.79	932.031	712.429	422.821	797.744	31.9199	147.928	173.914	49.6832
1049.13	931.261	711.336	422.992	797.792	32.8537	149.53	173.689	49.8458
1049.46	930.351	710.065	423.369	796.796	33.2896	150.596	173.923	48.3441
1049.79	930.492	709.631	424.026	794.638	32.9472	150.323	174.491	46.4153
1050.12	931.668	711.475	424.669	792.844	32.4199	149.217	175.014	45.2599
1050.46	933.017	713.36	424.775	792.534	32.3372	148.352	175.333	45.4107
1050.79	933.625	714.703	424.419	793.928	32.4525	148.067	175.645	45.9677
1051.12	933.699	714.299	423.828	795.83	32.6487	148.545	175.871	46.0003
1051.46	933.24	713.646	423.706	796.553	32.5727	149.35	176.037	45.6472
1051.79	932.869	712.945	423.753	796.563	32.4667	150.103	176.117	46.0001
1052.12	932.442	713.453	423.683	796.96	32.4276	150.448	176.081	47.1071
1052.46	931.913	712.779	423.198	797.882	32.3033	150.183	175.882	48.7426
1052.79	931.256	711.648	422.328	799.332	31.8848	149.294	175.538	49.8322
1053.12	931.037	710.136	421.665	799.715	31.6255	148.837	175.095	49.7785
1053.46	931.006	709.249	422.027	798.044	31.5564	149.188	174.791	49.0544
1053.79	931.465	709.314	422.973	795.584	31.5737	149.668	174.85	48.3022
1054.12	932.187	710.845	423.861	793.756	31.6909	149.955	175.223	47.507
1054.45	932.687	712.193	424.384	793.014	32.1657	150.28	175.592	47.1487
1054.79	932.973	713.521	424.829	792.813	32.8067	150.299	175.844	47.5389
1055.12	933.296	714.667	425.374	792.402	33.2469	149.869	175.871	48.2864
1055.45	933.272	714.737	425.32	792.862	33.2922	149.169	175.886	48.7896
1055.79	932.457	713.138	424.347	794.745	33.2213	148.758	176.1	48.9137
1056.12	931.016	709.805	423.145	796.621	33.4921	149.462	176.159	49.0025
1056.45	929.629	706.579	422.583	797.175	33.7499	150.802	175.956	49.0943
1056.79	929.209	704.401	422.898	795.89	33.5004	151.454	175.714	49.2943
1057.12	929.74	704.689	423.708	794.036	32.8337	150.904	175.682	49.5096
1057.45	930.632	705.632	424.169	793.183	32.5115	150.19	175.957	49.855
1057.79	930.876	706.626	424.161	793.278	32.704	150.274	176.404	50.1992
1058.12	930.79	706.903	423.725	793.731	33.2047	151.581	176.528	50.061
1058.45	930.586	707.788	423.119	794.613	33.4701	153.232	176.261	49.2833
1058.78	930.821	708.589	422.394	796.134	33.381	153.541	175.852	48.6806
1059.12	931.404	710.541	421.912	798.092	32.8218	151.767	175.659	48.2422
1059.45	931.927	711.117	421.702	799.242	32.1526	149.48	175.731	47.8407
1059.78	931.407	709.884	421.792	799.202	31.7492	148.546	175.982	47.5827
1060.12	930.542	707.522	421.988	798.348	31.915	149.304	176.068	47.3598
1060.45	930.124	706.741	422.446	796.969	32.2255	150.228	175.793	46.6572
1060.78	930.565	706.902	423.298	794.853	32.3805	149.987	175.187	45.1861
1061.12	930.96	707.187	424.754	791.524	32.5741	149.624	174.519	42.9567
1061.45	930.911	706.611	425.977	788.431	33.0913	150.423	174.124	41.2941
1061.78	930.368	706.107	425.885	788.094	33.6689	152.051	174.29	41.1913
1062.11	929.795	705.83	424.537	790.486	34.0156	153.041	174.808	42.4898
1062.45	929.66	706.234	422.927	794	34.0056	152.38	175.309	44.7874
1062.78	930.068	707.288	421.743	797.23	33.8993	150.816	175.637	46.7531
1063.11	930.585	708.044	421.245	799.198	33.8742	149.815	175.646	46.9682
1063.45	931.115	709.059	421.295	800.287	33.4929	149.289	175.595	45.8808
1063.78	931.88	710.009	421.615	800.324	32.6116	148.445	175.703	44.5727
1064.11	932.504	711.105	422.205	798.857	31.8815	147.787	175.847	43.8172
1064.45	933.324	712.612	422.682	797.041	31.9079	147.749	176.003	44.2602
1064.78	933.931	714.483	423.051	795.88	32.3809	148.047	176.244	45.2444
1065.11	934.159	714.576	423.709	794.734	32.7284	148.14	176.445	46.5131
1065.45	934.092	714.301	424.621	793.689	32.1825	147.187	176.769	48.153
1065.78	933.864	712.503	425.075	792.726	31.0877	145.92	176.996	49.3073
1066.11	933.109	710.661	425.095	791.694	30.6193	146.233	176.678	49.1761
1066.44	932.53	709.621	424.417	791.915	31.1936	147.624	176.052	48.564
1066.78	932.154	710.595	423.391	793.831	31.9139	148.619	175.725	47.9729
1067.11	932.079	711.837	422.276	796.273	32.4488	149.679	175.827	47.7627
1067.44	931.761	712.989	421.214	798.442	32.578	151.167	176.306	47.5311
1067.78	931.554	712.585	420.724	798.812	32.6752	152.906	176.621	46.475
1068.11	931.535	712.093	421.248	797.521	32.8806	153.744	176.467	45.0128
1068.44	931.813	712.001	421.873	797.225	32.9027	152.756	176.144	44.4992
1068.78	932.1	713.098	421.861	799.211	32.8026	151.092	175.945	45.0147
1069.11	932.255	714.195	421.293	801.639	32.9873	150.648	175.839	46.1994
1069.44	932.302	714.619	420.913	802.251	33.3663	151.069	175.763	46.883
1069.78	932.365	713.777	421.175	800.674	33.879	151.256	175.594	46.6203
1070.11	932.131	711.667	421.714	798.202	34.4712	151.351	175.515	46.1559
1070.44	931.604	709.679	421.847	796.691	35.0303	151.801	175.801	45.4942
1070.77	931.314	708.582	421.308	796.843	35.2105	152.268	176.269	44.8716
1071.11	931.565	709.443	420.825	797.561	34.7344	152.281	176.411	44.5797
1071.44	932.134	710.721	420.868	797.854	34.0421	151.901	176.03	44.6865
1071.77	932.084	711.08	421.519	797.333	33.5281	151.446	175.414	45.4779
1072.11	931.516	709.416	422.512	795.57	33.4574	151.455	174.949	46.4827
1072.44	931.087	708.585	423.243	794.13	33.4003	151.211	174.89	46.5236
1072.77	931.716	709.408	423.027	794.625	33.0187	149.944	174.917	46.551
1073.11	932.605	711.865	422.231	797.133	32.3558	147.887	175.015	47.083
1073.44	933.098	712.835	421.434	800.022	31.8638	145.832	175.211	47.843
1073.77	932.879	712.544	421.542	800.569	31.8544	144.793	175.246	48.1208
1074.1	932.613	710.801	422.523	797.895	32.5468	145.934	175.135	47.5935
1074.44	932.411	710.23	423.44	794.705	33.3634	148.481	175.113	46.8996
1074.77	932.367	710.512	423.513	793.654	33.6959	150.624	175.17	47.0577
1075.1	932.333	711.881	423.37	794.595	33.3489	151.357	175.358	47.7753
1075.44	932.524	712.659	423.516	795.187	33.3141	151.803	175.513	48.722
1075.77	932.577	712.247	424.001	794.273	33.9695	152.983	175.681	49.5549
1076.1	932.305	710.307	423.878	794.13	34.7894	154.384	175.881	50.1301
1076.44	931.363	708.008	422.706	796.267	35.0516	155.074	175.913	50.3124
1076.77	930.536	706.255	421.666	798.236	34.348	154.213	175.697	50.1468
1077.1	930.906	706.743	421.698	797.788	33.2167	152.161	175.402	49.7664
1077.44	932.565	709.743	422.593	795.288	32.2156	149.822	175.36	48.7478
1077.77	934.358	712.917	423.677	792.705	31.5032	148.157	175.582	47.4345
1078.1	934.434	713.432	423.885	792.257	31.5967	148.372	175.672	46.7002
1078.43	932.359	709.08	423.199	793.605	32.4506	149.931	175.446	46.4438
1078.77	929.73	703.665	422.529	795.308	33.475	151.103	175.036	45.8782
1079.1	928.792	701.243	422.068	796.525	34.1598	151.14	174.861	44.5303
1079.43	929.956	703.886	422.351	796.089	34.0245	150.156	175.343	43.0998
1079.77	932.203	708.205	423.372	793.357	33.6371	149.7	176.141	43.301
1080.1	933.641	711.805	424.407	790.524	33.3636	150.195	176.75	44.4455
1080.43	934.096	712.666	424.913	789.531	32.9746	150.402	176.793	45.0098
1080.77	934.075	713.295	424.805	790.728	32.2882	149.868	176.333	44.4968
1081.1	934.675	714.281	424.009	792.927	31.7344	148.819	175.788	43.6448
1081.43	935.578	716.203	423.066	795.04	31.4644	147.531	175.704	43.807
1081.77	936.169	716.721	422.331	796.451	31.5736	146.821	176.11	45.4173
1082.1	935.856	715.847	422.3	796.891	31.6497	146.618	176.539	46.8629
1082.43	934.838	712.997	422.519	796.997	31.7114	146.976	176.374	47.8891
1082.76	933.32	710.208	422.742	797.196	31.9794	147.727	175.706	48.9645
1083.1	932.402	708.845	422.907	797.26	32.6709	148.192	175.177	50.3928
1083.43	932.319	709.502	422.874	797.293	33.439	148.489	175.305	51.7491
